id,device,version,description,port
44383,Frog CMS ,0.9.5 , Cross,80
44384,WampServer ,3.1.1 , Cross,80
44385,WampServer ,3.1.2 , Cross,80
44391,OpenCMS ,10.5.3 , Cross,80
44392,OpenCMS ,10.5.3 , Cross,80
44399,OpenCMS ,10.5.3 , Plugin Upload (Metasploit),80
44400,MyBB Plugin Downloads ,2.0.3 , Cross,80
44401,Joomla! Component JS Jobs ,1.2.0 , Cross,80
44405,YzmCMS ,3.6, Cross,80
44406,YzmCMS ,3.6,Blog 1.5.1.1740 ,80
44407,YzmCMS ,3.6,Blog 1.5.1.1740 ,80
44408,GetSimple CMS ,3.3.13 , Cross,80
44409,WordPress Plugin Activity Log ,2.4.0 , Cross,80
44416,Cobub Razor ,0.7.2 , Cross,80
44417,WordPress Plugin Background Takeover < ,4.1.4 , Directory Traversal,80
44418,WolfCMS ,0.8.3.1 , Cross,80
44419,Cobub Razor ,0.7.2 , Add New Superuser Account,80
44420,Cobub Razor ,0.7.2 , Cross,80
44421,WolfCMS ,0.8.3.1 , Open Redirection,80
44424,Yahei PHP Prober ,0.4.7 , Cross,80
44425,WordPress Plugin Simple Fields ,0.2, 0.3.5 ,80
44432,Buddypress Xprofile Custom Fields Type ,2.6.3 , Remote Code Execution,80
44433,Buddypress Xprofile Custom Fields Type ,2.6.3 ,Importer,80
44434,iScripts SonicBB ,1, Reflected Cross,80
44435,WordPress Plugin Google Drive ,2.2, Remote Code Execution,80
44436,iScripts Easycreate ,3.2.1 , Stored Cross,80
44437,WordPress Plugin Activity Log ,2.4.0 , Stored Cross,80
44439,WUZHI CMS ,4.1.0 , Cross,80
44440,WUZHI CMS ,4.1.0 , Cross,80
44443,WordPress Plugin File Upload ,4.3.2 , Stored Cross,80
44444,WordPress Plugin File Upload ,4.3.3 , Stored Cross,80
44447,Joomla! Convert Forms version ,2.0.3 , Formula Injection (CSV Injection),80
44448,Drupal < ,8.3.9 / < 8.4.6 / < 8.5.1 , 'Drupalgeddon2' Remote Code Execution (PoC),80
44449,Drupal < ,7.58 / < 8.3.9 / < 8.4.6 / < 8.5.1 , 'Drupalgeddon2' Remote Code Execution,80
44454,Cobub Razor ,0.8.0 , SQL injection,80
44471,Joomla! Component jDownloads ,3.2.58 , Cross Site Scripting,80
44482,Drupal < ,8.3.9 / < 8.4.6 / < 8.5.1 , 'Drupalgeddon2' Remote Code Execution (Metasploit),80
44483,MySQL Squid Access Report ,2.1.4 , SQL Injection / Cross,80
44484,MySQL Squid Access Report ,2.1.4 , Database Backup Download,80
44486,Match Clone Script ,1.0.4 , Cross,80
44489,WordPress Plugin Caldera Forms ,1.5.9.1 , Cross,80
44492,Joomla! Component JS Jobs ,1.2.0 , Cross,80
44495,Cobub Razor ,0.8.0 , Physical Path Leakage,80
44496,phpMyAdmin ,4.8.0 < 4.8.0,1,80
44501,Drupal avatar_uploader v,7.x,1,80
44502,Monstra cms ,3.0.4 , Persitent Cross,80
44503,Monstra cms ,3.0.4 , Persistent Cross,80
44504,WUZHI CMS ,4.1.0 , Cross,80
44512,Monstra CMS ,3.0.4 , Arbitrary Folder Deletion,80
44513,Interspire Email Marketer < ,6.1.6 , Remote Admin Authentication Bypass,80
44515,Interspire Email Marketer < ,6.1.6 ,LG iPECS NMS A.1Ac ,80
44520,WordPress Plugin Woo Import Export ,1, Arbitrary File Deletion,80
44534,Shopy Point of Sale ,1, CSV Injection,80
44535,Blog Master Pro ,1, CSV Injection,80
44536,HRSALE The Ultimate HRM ,1.0.2 , CSV Injection,80
44537,HRSALE The Ultimate HRM ,1.0.2 , 'award_id' SQL Injection,80
44538,HRSALE The Ultimate HRM ,1.0.2 , (Authenticated) Cross,80
44539,HRSALE The Ultimate HRM ,1.0.2 , Local File Inclusion,80
44542,Drupal < ,7.58, 'Drupalgeddon3' (Authenticated) Remote Code Execution (PoC),80
44544,WordPress Plugin WP with Spritz ,1, Remote File Inclusion,80
44546,October CMS User Plugin ,1.4.5 , Persistent Cross,80
44547,MyBB Threads to Link Plugin ,1.3, Cross,80
44548,GitList ,0.6, Remote Code Execution,80
44551,Frog CMS ,0.9.5 , Persistent Cross,80
44557,Drupal < ,7.58, 'Drupalgeddon3' (Authenticated) Remote Code (Metasploit),80
44559,WordPress Plugin Form Maker ,1.12.20 , CSV Injection,80
44560,Nagios XI ,5.2.6 < 5.2.9 / 5.3 / 5.4 , Chained Remote Root,80
44563,WordPress Plugin Responsive Cookie Consent ,1.7 / 1.6 / 1.5 , (Authenticated) Persistent Cross,80
44567,Cockpit CMS ,0.4.4 < 0.5.5 , Server,80
44568,xdebug < ,2.5.5 , OS Command Execution (Metasploit),80
44585,WordPress Plugin WF Cookie Consent ,1.1.3 , Cross,80
44587,IceWarp Mail Server < ,11.1.1 , Directory Traversal,80
44595,WordPress Plugin User Role Editor < ,4.25, Privilege Escalation,80
44598,xdebug < ,2.5.5 , 'import.php' (Authenticated) CSV File Upload Code Execution (Metasploit),80
44599,PlaySMS ,1.4, 'sendfromfile.php?Filename' (Authenticated) 'Code Execution (Metasploit),80
44608,MyBB Latest Posts on Profile Plugin ,1.1, Cross,80
44611,Mantis Bug Tracker ,1.1.3 , 'manage_proj_page' PHP Code Execution (Metasploit),80
44617,WUZHI CMS ,4.1.0 , 'form[qq_10]' Cross,80
44618,WUZHI CMS ,4.1.0 , 'tag[pinyin]' Cross,80
44622,XATABoost ,1.0.0 , SQL Injection,80
44624,MyBB Admin Notes Plugin ,1.1, Cross,80
44625,VirtueMart ,3.1.14 , Persistent Cross,80
44627,Multiplayer BlackJack Online Casino Game ,2.5, Cross,80
44632,WordPress Plugin Metronet Tag Manager ,1.2.7 , Cross,80
44636,NodAPS ,4, SQL injection / Cross,80
44639,SuperCom Online Shopping Ecommerce Cart ,1, Persistent Cross,80
44645,Healwire Online Pharmacy ,3, Cross,80
44646,Monstra CMS < ,3.0.4 , Cross,80
44651,Infinity Market Classified Ads Script ,1.6.2 , Cross,80
44660,Joomla! Component EkRishta ,2.1, Cross,80
44661,Superfood ,1, Multiple Vulnerabilities,80
44662,Private Message PHP Script ,2, Cross,80
44663,Private Message PHP Script ,2, Viral Fun Facts Sharing Script 1.1.0 ,80
44664,Private Message PHP Script ,2, Cross,80
44679,Auto Dealership & Vehicle Showroom WebSys ,1, Multiple Vulnerabilities,80
44682,Model Agency Media House & Model Gallery ,1, Multiple Vulnerabilities,80
44683,Wchat PHP AJAX Chat Script ,1.5, Cross,80
44685,Zechat ,1.5, SQL Injection / Cross,80
44686,Wchat PHP AJAX Chat Script ,1.5, Cross,80
44689,PaulPrinting CMS Printing ,1, SQL Injection,80
44692,iSocial ,1.2.0 , Cross,80
44699,Auto Car ,1.2, 'car_title' SQL Injection / Cross,80
44700,NewsBee CMS ,1.4, 'home,80
44701,Feedy RSS News Ticker ,2, 'cat' SQL Injection,80
44702,NewsBee CMS ,1.4, 'download.php' SQL Injection,80
44703,Easy File Uploader ,1.7, SQL Injection / Cross,80
44706,EasyService Billing ,1, SQL Injection / Cross,80
44707,EasyService Billing ,1, 'p1' SQL Injection,80
44708,MySQL Smart Reports ,1, 'id' SQL Injection / Cross,80
44709,MySQL Blob Uploader ,1.7, 'download.php' SQL Injection / Cross,80
44710,MySQL Blob Uploader ,1.7, 'home,80
44711,MySQL Blob Uploader ,1.7, 'home,80
44712,MySQL Blob Uploader ,1.7, 'home,80
44714,PHP Dashboards ,4.5, 'email' SQL Injection,80
44715,PHP Dashboards ,4.5, SQL Injection,80
44716,Mobile Card Selling Platform ,1, Cross,80
44718,Gigs ,2, 'username' SQL Injection,80
44719,Online Store System CMS ,1, SQL Injection,80
44720,GPSTracker ,1, 'id' SQL Injection,80
44722,Shipping System CMS ,1, SQL Injection,80
44725,Wecodex Store Paypal ,1, SQL Injection,80
44726,SAT CFDI ,3.3, SQL Injection,80
44727,School Management System CMS ,1, 'username' SQL Injection,80
44728,Library CMS ,1, SQL Injection,80
44729,Wecodex Hotel CMS ,1, 'Admin Login' SQL Injection,80
44730,Wecodex Restaurant CMS ,1, 'Login' SQL Injection,80
44732,eWallet Online Payment Gateway ,2, Cross,80
44733,Mcard Mobile Card Selling Platform ,1, SQL Injection,80
44737,MyBB Moderator Log Notes Plugin ,1.1, Arbitrary File Upload,80
44746,PaulNews ,1, 'keyword' SQL Injection / Cross,80
44748,Timber ,1.1, Cross,80
44753,KomSeo Cart ,1.3, 'my_item_search' SQL Injection,80
44754,MyBB Moderator Log Notes Plugin ,1.1, Cross,80
44761,Employee Work Schedule ,5.9, 'cal_id' SQL Injection,80
44762,Ajax Full Featured Calendar ,2, 'search' SQL Injection,80
44763,EasyService Billing ,1, Cross,80
44764,EasyService Billing ,1, Cross,80
44765,EasyService Billing ,1, 'q' SQL Injection,80
44766,mySurvey ,1, 'id' SQL Injection,80
44767,easyLetters ,1, 'id' SQL Injection,80
44768,Symfony ,2.7.0 < 4.0.10 , Denial of Service,80
44769,WordPress Plugin Booking Calendar ,3.0.0 , SQL Injection / Cross,80
44770,WordPress Plugin Booking Calendar ,3.0.0 , 'id' SQL Injection,80
44771,Sharetronix CMS ,3.6.2 , Cross,80
44772,Sharetronix CMS ,3.6.2 , 'id' SQL Injection,80
44773,BookingWizz Booking System ,5.5, 'id' SQL Injection,80
44774,Listing Hub CMS ,1, SQL Injection,80
44775,ClipperCMS ,1.3.3 , Cross,80
44777,My Directory ,2, SQL Injection / Cross,80
44778,Baby Names Search Engine ,1, 'a' SQL Injection,80
44782,DomainMod ,4.09.03 , 'oid' Cross,80
44783,DomainMod ,4.09.03 , 'sslpaid' Cross,80
44785,DomainMod ,4.09.03 , SQL Injection,80
44786,Joomla! Component Full Social ,1.1.0 , 'search_query' SQL Injection,80
44788,Joomla! Component jCart for OpenCart ,2.3.0.2 , Cross,80
44789,Joomla! Component JoomOCShop ,1, Cross,80
44790,wityCMS ,0.6.1 , Cross,80
44793,Sitemakin SLAC ,1, 'my_item_search' SQL Injection,80
44795,MyBB ChangUonDyU Plugin ,1.0.2 , Cross,80
44799,Facebook Clone Script ,1.0.5 , 'search' SQL Injection,80
44800,Facebook Clone Script ,1.0.5 , Cross,80
44804,MachForm < ,4.2.3 , SQL Injection / Path Traversal / Upload Bypass,80
44805,Dolibarr ERP/CRM ,7.0.0 , (Authenticated) SQL Injection,80
44813,New STAR ,2.1, SQL Injection / Cross,80
44814,PHP Dashboards NEW ,5.5, 'email' SQL Injection,80
44815,CSV Import & Export ,1.1.0 , SQL Injection / Cross,80
44816,Grid Pro Big Data ,1, SQL Injection,80
44823,Smartshop ,1, 'id' SQL Injection,80
44824,Smartshop ,1, Cross,80
44825,GreenCMS ,2.3.0603 , Cross,80
44826,GreenCMS ,2.3.0603 , Cross,80
44833,MyBB Recent Threads Plugin ,1, Cross,80
44837,Pagekit < ,1.0.13 , Cross,80
44846,PHP ,7.2.2 , 'php_stream_url_wrap_http_ex' Buffer Overflow,80
44851,WampServer ,3.0.6 , Cross,80
44853,WordPress Plugin Form Maker ,1.12.24 , SQL Injection,80
44854,WordPress Plugin Contact Form Maker ,1.12.20 , SQL Injection,80
44855,Monstra CMS < ,3.0.4 , Cross,80
44866,Monstra CMS < ,3.0.4 , SQL Injection,80
44867,WordPress Plugin Pie Register < ,3.0.9 , Blind SQL Injection,80
44868,WordPress Plugin Pie Register < ,3.0.9 , 'events_new.php' SQL injection,80
44869,Joomla! Component EkRishta ,2.1, 'cid' SQL Injection,80
44870,Joomla! Component EkRishta ,2.1, Arbitrary File Deletion,80
44871,userSpice ,4.3.24 , 'X,80
44872,userSpice ,4.3.24 , Username Enumeration,80
44873,userSpice ,4.3.24 , 'get_sec.php' SQL Injection,80
44874,userSpice ,4.3.24 , Arbitrary File Read,80
44877,Joomla! Component EkRishta ,2.1, 'username' SQL Injection,80
44882,Joomla! Component EkRishta ,2.1, Cross,80
44883,WordPress Plugin Google Map < ,4.0.4 , SQL Injection,80
44884,WordPress Plugin Ultimate Form Builder Lite < ,1.3.7 , SQL Injection,80
44887,MACCMS ,10, Cross,80
44891,Redaxo CMS Mediapool Addon < ,5.5.1 , Arbitrary File Upload,80
44893,Joomla! Component Ek Rishta ,2.1, SQL Injection,80
44895,OEcms ,3.1, Cross,80
44897,Dimofinf CMS ,3.0.0 , Cross,80
44901,Joomla! Component Jomres ,9.11.2 , Cross,80
44918,LFCMS ,3.7.0 , Cross,80
44919,LFCMS ,3.7.0 , Cross,80
44922,GreenCMS ,2.3.0603 , Information Disclosure,80
44924,phpMyAdmin ,4.8.1 , (Authenticated) Local File Inclusion (1),80
44926,phpLDAPadmin ,1.2.2 , 'server_id' LDAP Injection (Username),80
44927,Opencart < ,3.0.2.0 , Denial of Service,80
44928,phpMyAdmin ,4.8.1 , (Authenticated) Local File Inclusion (2),80
44931,WordPress Plugin Advanced Order Export For WooCommerce < ,1.5.4 , CSV Injection,80
44940,WordPress Plugin Comments Import & Export < ,2.0.4 , CSV Injection,80
44943,WordPress Plugin iThemes Security < ,7.0.3 , SQL Injection,80
44949,WordPress Core < ,4.9.6 , (Authenticated) Arbitrary File Deletion,80
44952,BEESCMS ,4, Cross,80
44953,HongCMS ,3.0.0 , (Authenticated) SQL Injection,80
44954,hycus CMS ,1.0.4 , Authentication Bypass,80
44960,DAMICMS ,6.0.0 , Cross,80
44964,Dolibarr ERP/CRM < ,7.0.3 , PHP Code Injection,80
44976,CMS Made Simple ,2.2.5 , (Authenticated) Remote Code Execution,80
44977,CMS Made Simple ,2.2.5 , Information Disclosure,80
44978,CMS Made Simple ,2.2.5 , Arbitrary File Upload,80
44981,SoftExpert Excellence Suite ,2, 'cddocument' SQL Injection,80
44988,Umbraco CMS SeoChecker Plugin ,1.9.2 , Cross,80
44993,GitList ,0.6.0 , Argument Injection (Metasploit),80
44997,WolfSight CMS ,3.2, SQL Injection,80
45003,WolfSight CMS ,3.2,Clone Script 2.0 ,80
45014,WAGO e!DISPLAY ,7300T , Multiple Vulnerabilities,80
45016,Zeta Producer Desktop CMS ,14.2.0 , Remote Code Execution / Local File Disclosure,80
45020,GitList ,0.6.0 , (Authenticated) Remote Code Execution (Metasploit),80
45031,WordPress Plugin Job Manager ,4.1.0 , Cross,80
45046,PrestaShop < ,1.6.1.19 , 'AES CBC' Privilege Escalation,80
45047,PrestaShop < ,1.6.1.19 , 'BlowFish ECD' Privilege Escalation,80
45049,Smart SMS & Email Manager ,3.3, 'contact_type_id' SQL Injection,80
45054,FTP,2FTP 1.0 , Arbitrary File Download,80
45055,Modx Revolution < ,2.6.4 , Remote Code Execution,80
45056,WordPress Plugin All In One Favicon ,4.6, (Authenticated) Cross,80
45057,MyBB New Threads Plugin ,1.1, Cross,80
45062,MSVOD ,10, 'cid' SQL Injection,80
45068,Kirby CMS ,2.5.12 , Cross,80
45083,Micro Focus Secure Messaging Gateway (SMG) < ,471, Remote Code Execution (Metasploit),80
45097,SoftNAS Cloud < ,4.0.3 , OS Command Injection,80
45099,GitList ,0.6.0 , Arbitrary File Upload (Metasploit),80
45127,WityCMS ,0.6.2 , Cross,80
45128,TI Online Examination System v,2, Arbitrary File Download,80
45129,TI Online Examination System v,2,on 1.2 ,80
45131,CoSoSys Endpoint Protector ,4.5.0.1 , (Authenticated) Remote Root Command Injection,80
45143,PHP Template Store Script ,3.0.6 , Cross,80
45150,Subrion CMS ,4.2.1 , Cross,80
45154,onArcade ,2.4.2 , Cross,443
45155,CMS ISWEB ,3.5.3 , Directory Traversal,80
45161,OpenEMR < ,5.0.1 , (Authenticated) Remote Code Execution,80
45164,CMS ISWEB ,3.5.3 ,Dev 3.0.4 ,80
45177,Zimbra ,8.6.0_GA_1153 , Cross,80
45178,MyBB Thank You/Like Plugin ,3.0.0 , Cross,80
45179,MyBB Like Plugin ,3.0.0 , Cross,80
45206,WordPress Plugin Export Users to CSV ,1.1.1 , CSV Injection,80
45208,Pimcore ,5.2.3 , SQL Injection / Cross,80
45221,WordPress Plugin Chained Quiz ,1.0.8 , 'answer' SQL Injection,80
45224,MyBB Moderator Log Notes Plugin ,1.1, Cross,80
45225,WordPress Plugin Tagregator ,0.6, Cross,80
45227,Easylogin Pro ,1.3.0 , 'Encryptor.php' Unserialize Remote Code Execution,80
45228,WordPress Plugin Tagregator ,0.6, Cross,80
45230,WordPress Plugin Tagregator ,0.6,Clone 1 ,80
45232,WordPress Plugin Tagregator ,0.6,Clone 1 ,80
45234,WordPress Plugin Ninja Forms ,3.3.13 , CSV Injection,80
45237,KingMedia ,4.1, File Upload,80
45247,KingMedia ,4.1,Clone 1 ,80
45253,UltimatePOS ,2.5, Remote Code Execution,80
45255,WordPress Plugin Gift Voucher ,1.0.5 , (Authenticated) 'template_id' SQL Injection,80
45258,Gleez CMS ,1.2.0 , Cross,443
45267,LiteCart ,2.1.2 , Arbitrary File Upload,80
45271,Responsive FileManager < ,9.13.4 , Directory Traversal,80
45274,WordPress Plugin Plainview Activity Monitor ,20161228, (Authenticated) Command Injection,80
45284,phpMyAdmin ,4.7.x , Cross,80
45305,WordPress Plugin Jibu Pro ,1.7, Cross,80
45307,WordPress Plugin Quizlord ,2, Cross,80
45314,DamiCMS ,6.0.0 , Cross,80
45322,Admidio ,3.3.5 , Cross,80
45323,Online Quiz Maker ,1, 'catid' SQL Injection,80
45326,Logicspice FAQ Script ,2.9.7 , Remote Code Execution,80
45327,PHP File Browser Script ,1, Directory Traversal,443
45328,Simple POS ,4.0.24 , 'columns[0][search][value]' SQL Injection,80
45330,mooSocial Store Plugin ,2.6, SQL Injection,80
45338,Jorani Leave Management ,0.6.5 , Cross,80
45340,Jorani Leave Management ,0.6.5 , (Authenticated) 'startdate' SQL Injection,80
45344,MedDream PACS Server Premium ,6.7.1.1 , 'email' SQL Injection,80
45347,Softneta MedDream PACS Server Premium ,6.7.1.1 , Directory Traversal,80
45375,Bayanno Hospital Management System ,4, Cross,80
45392,IBM Identity Governance and Intelligence ,5.2.3.2 / 5.2.4 , SQL Injection,80
45393,MyBB ,1.8.17 , Cross,80
45411,WordPress Plugin Survey & Poll ,1.5.7.3 , 'sss_params' SQL Injection,80
45423,Joomla! Component JCK Editor ,6.4.4 , 'parent' SQL Injection,80
45434,WordPress Plugin Arigato Autoresponder and Newsletter ,2.5, Blind SQL Injection / Reflected Cross,80
45438,WordPress Plugin Wechat Broadcast ,1.2.0 , Local File Inclusion,80
45439,WordPress Plugin Localize My Post ,1, Local File Inclusion,80
45445,Navigate CMS ,2.8, Cross,80
45447,Joomla! Component CW Article Attachments ,1.0.6 , 'id' SQL Injection,80
45449,MyBB Visual Editor ,1.8.18 , Cross,80
45451,Joomla! Component AMGallery ,1.2.3 , 'filter_category_id' SQL Injection,80
45452,Joomla! Component Micro Deal Factory ,2.4.0 , 'id' SQL Injection,80
45456,Joomla! Component Auction Factory ,4.5.5 , 'filter_order' SQL Injection,80
45462,Joomla! Component Dutch Auction Factory ,2.0.2 , 'filter_order_Dir' SQL Injection,80
45463,Super Cms Blog Pro ,1, SQL Injection,80
45464,Joomla! Component Raffle Factory ,3.5.2 , SQL Injection,80
45465,Joomla! Component Music Collection ,3.0.3 , SQL Injection,80
45466,Joomla! Component Penny Auction Factory ,2.0.4 , SQL Injection,80
45468,Joomla! Component Questions ,1.4.3 , SQL Injection,80
45469,Joomla! Component Jobs Factory ,2.0.4 , SQL Injection,80
45470,Joomla! Component Social Factory ,3.8.3 , SQL Injection,80
45472,Joomla! Component eXtroForms ,2.1.5 , 'filter_type_id' SQL Injection,80
45473,Joomla! Component Swap Factory ,2.2.1 , SQL Injection,80
45474,Joomla! Component Collection Factory ,4.1.9 , SQL Injection,80
45475,Joomla! Component Reverse Auction Factory ,4.3.8 , SQL Injection,80
45476,Joomla! Component AlphaIndex Dictionaries ,1, SQL Injection,80
45477,Joomla! Component Article Factory Manager ,4.3.9 , SQL Injection,80
45478,Joomla! Component Timetable Schedule ,3.6.8 , SQL Injection,80
45491,Joomla! Component Responsive Portfolio ,1.6.1 , 'filter_order_Dir' SQL Injection,80
45508,Fork CMS ,5.4.0 , Cross,80
45509,Hotel Booking Engine ,1, 'h_room_type' SQL Injection,80
45510,Education Website ,1, 'subject' SQL Injection,80
45511,Singleleg MLM Software ,1, 'msg_id' SQL Injection,80
45512,Binary MLM Software ,1, 'pid' SQL Injection,80
45513,Flippa Marketplace Clone ,1, 'date_started' SQL Injection,80
45514,WUZHICMS ,2, Cross,80
45518,OPAC EasyWeb Five ,5.7, 'biblio' SQL Injection,80
45519,Coaster CMS ,5.5.0 , Cross,80
45521,OPAC EasyWeb Five ,5.7, 'nome' SQL Injection,80
45523,Zechat ,1.5, 'uname' SQL Injection,80
45524,Joomla! Component Jimtawl ,2.2.7 , 'id' SQL Injection,80
45530,LayerBB Forum ,1.1.1 , 'search_query' SQL Injection,80
45533,LayerBB Forum ,1.1.1 ,Link Central WiFiManager Software Controller 1.03 ,80
45534,ISPConfig < ,3.1.13 , Remote Command Execution,80
45535,Chamilo LMS ,1.11.8 , Cross,80
45536,Chamilo LMS ,1.11.8 , 'firstname' Cross,80
45561,Easylogin Pro ,1.3.0 , (Unauthenticated) Remote Code Execution (Metasploit),80
45564,Wikidforum ,2.2, 'select_sort' SQL Injection,80
45569,Wikidforum ,2.2, 'message_id' SQL Injection,80
45580,Wikidforum ,2.2, Cross,80
45582,Wikidforum ,2.2,Registrasi Pencak Silat 18.10 ,80
45584,Wikidforum ,2.2,File,80
45588,HaPe PKH ,1.1, 'id' SQL Injection,80
45589,LUYA CMS ,1.0.12 , Cross,80
45591,HaPe PKH ,1.1, Cross,80
45593,HaPe PKH ,1.1, Arbitrary File Upload,80
45594,SugarCRM ,6.5.26 , Cross,80
45596,Academic Timetable Final Build ,7.0a,7.0b ,80
45600,Academic Timetable Final Build ,7.0b , Cross,80
45603,College Notes Management System ,1, 'user' SQL Injection,80
45604,Advanced HRM ,1.6, Remote Code Execution,80
45605,MaxOn ERP Software ,8.x,9.x ,80
45610,Centos Web Panel ,0.9.8.480 , Multiple Vulnerabilities,80
45612,Academic Timetable Final Build ,7, Information Disclosure,80
45613,KORA ,2.7.0 , 'cid' SQL Injection,80
45614,HotelDruid ,2.2.4 , 'anno' SQL Injection,80
45615,Navigate CMS ,2.8.5 , Arbitrary File Download,80
45616,Library CMS ,2.1.1 , Cross,80
45617,Kados R,10 GreenBee , 'release_id' SQL Injection,80
45618,Vishesh Auto Index ,3.1, 'fid' SQL Injection,80
45619,WordPress Plugin Support Board ,1.2.3 , Cross,80
45620,Rukovoditel Project Management CRM ,2.3, 'path' SQL Injection,80
45621,MV Video Sharing Software ,1.2, 'searchname' SQL Injection,80
45622,GIU Gallery Image Upload ,0.3.1 , 'category' SQL Injection,80
45628,BigTree CMS ,4.2.23 , Cross,80
45630,Time and Expense Management System ,3, Cross,80
45633,Time and Expense Management System ,3, 'table' SQL Injection,80
45635,Learning with Texts ,1.6.2 , 'start' SQL Injection,80
45636,Learning with Texts ,1.6.2 ,SHOP master 1.0 ,80
45637,OwnTicket ,1, 'TicketID' SQL Injection,80
45639,MySQL Edit Table ,1, 'id' SQL Injection,80
45642,School ERP Ultimate ,2018, Arbitrary File Download,80
45645,The Open ISES Project ,3.30A , 'tick_lat' SQL Injection,80
45646,School ERP Ultimate ,2018, 'fid' SQL Injection,80
45654,eNdonesia Portal ,8.7, 'artid' SQL Injection,80
45655,The Open ISES Project ,3.30A , Arbitrary File Download,80
45656,Viva Visitor & Volunteer ID Tracking ,0.95.1 , 'fname' SQL Injection,80
45657,Appsource School Management System ,1, 'student_id' SQL Injection,80
45659,Appsource School Management System ,1,PKH 2.4.1 ,80
45662,School ERP Pro+Responsive ,1, Arbitrary File Download,80
45663,School ERP Pro+Responsive ,1, 'fid' SQL Injection,80
45664,School ERP Pro+Responsive ,1,PKH 2.4.1 ,80
45666,SG ERP ,1, 'info' SQL Injection,80
45667,Fifa Master XLS ,2.3.2 , 'usw' SQL Injection,80
45672,LANGO Codeigniter Multilingual Script ,1, Cross,80
45680,ProjeQtOr Project Management Tool ,7.2.5 , Remote Code Execution,80
45681,Ekushey Project Manager CRM ,3.1, Cross,80
45682,phptpoint Pharmacy Management System ,1, 'username' SQL injection,80
45683,phptpoint Hospital Management System ,1, 'user' SQL injection,80
45684,Simple Chat System ,1, 'id' SQL Injection,80
45685,Delta Sql ,1.8.2 , Arbitrary File Upload,80
45686,User Management ,1.1, Cross,80
45688,ClipBucket ,2.8, 'id' SQL Injection,80
45689,Simple POS and Inventory ,1, 'cat' SQL Injection,80
45690,AiOPMSD Final ,1.0.0 , 'q' SQL Injection,80
45691,AjentiCP ,1.2.23.13 , Cross,80
45692,MPS Box ,0.1.8.0 , 'uuid' SQL Injection,80
45693,Open STA Manager ,2.3, Arbitrary File Download,80
45698,Quick Count ,2, 'txtInstID' SQL Injection,80
45699,MPS Box ,0.1.8.0 , Arbitrary File Upload,80
45700,Delta Sql ,1.8.2 , 'id' SQL Injection,80
45701,Veterinary Clinic Management ,0.02, 'editpetnum' SQL Injection,80
45703,Open Faculty Evaluation System ,5.6, 'batch_name' SQL Injection,80
45704,Grapixel New Media ,2, 'pageref' SQL Injection,80
45707,Open Faculty Evaluation System ,7, 'batch_name' SQL Injection,80
45713,Card Payment ,1, Cross,80
45717,Card Payment ,1, SQL Injection,80
45718,Aplaya Beach Resort Online Reservation System ,1, SQL Injection / Cross,80
45719,Curriculum Evaluation System ,1, SQL Injection,80
45720,Bakeshop Inventory System in VB.Net and MS Access Database ,1, SQL Injection,80
45721,Point of Sales (POS) in VB.Net MySQL Database ,1, SQL Injection,80
45722,School Event Management System ,1, SQL Injection,80
45723,School Event Management System ,1, Arbitrary File Upload,80
45724,School Event Management System ,1, Cross,80
45725,School Attendance Monitoring System ,1, Cross,80
45726,School Attendance Monitoring System ,1, Arbitrary File Upload,80
45727,School Attendance Monitoring System ,1, SQL Injection,80
45728,School Attendance Monitoring System ,1,Credit Card,80
45729,RhinOS CMS ,3.x , Arbitrary File Download,80
45730,RhinOS CMS ,3.x ,Negosyo System 1.0 ,80
45731,SaltOS Erp Crm ,3.1 r8126 , SQL Injection,80
45733,SaltOS Erp Crm ,3.1 r8126 , SQL Injection (2),80
45734,SaltOS Erp Crm ,3.1 r8126 , Database File Download,80
45735,SaltOS Erp Crm ,3.1 r8126 ,iwi Framework 1775 ,80
45736,South Gate Inn Online Reservation System ,1, 'q' SQL Injection,80
45737,Electricks eCommerce ,1, 'prodid' SQL Injection,80
45739,phptpoint Pharmacy Management System ,1, 'username' SQL Injection,80
45740,Webiness Inventory ,2.9, Arbitrary File Upload,80
45747,MyBB Downloads ,2.0.3 , SQL Injection,80
45751,Expense Management ,1, Arbitrary File Upload,80
45752,University Application System ,1, SQL Injection / Cross,80
45753,Notes Manager ,1, Arbitrary File Upload,80
45754,Instagram Clone ,1, Arbitrary File Upload,80
45756,Asaancart Simple PHP Shopping Cart ,0.9, Arbitrary File Upload / SQL Injection,80
45757,CI User Login and Management ,1, Arbitrary File Upload,80
45758,Loadbalancer.org Enterprise VA MAX ,8.3.2 , Remote Code Execution,80
45763,Fantastic Blog CMS ,1, 'id' SQL Injection,80
45764,Jelastic ,5.4, 'host' SQL Injection,80
45766,Gate Pass Management System ,2.1, 'login' SQL Injection,80
45767,qdPM ,9.1, 'filter_by' SQL Injection,80
45768,Yot CMS ,3.3.1 , 'aid' SQL Injection,80
45773,SiAdmin ,1.1, 'id' SQL Injection,80
45775,WebVet ,0.1a , 'id' SQL Injection,80
45777,Poppy Web Interface Generator ,0.8, Arbitrary File Upload,80
45779,Mongo Web Admin ,6, Information Disclosure,80
45780,PHP Proxy ,3.0.3 , Local File Inclusion,80
45784,Voovi Social Networking Script ,1, 'user' SQL Injection,80
