id,file,description,date,author,type,platform,port
31794,exploits/php/webapps/31794.txt,PicsEngine 1.0 - 'index.php' Cross-Site Scripting,2008-05-14,ZoRLu,webapps,php,
31795,exploits/php/webapps/31795.txt,Links Pile - 'link.php' SQL Injection,2008-08-14,HaCkeR_EgY,webapps,php,
31798,exploits/php/webapps/31798.txt,philboard 0.5 - 'W1L3D4_konuoku.asp?id' SQL Injection,2008-05-14,U238,webapps,php,
31799,exploits/php/webapps/31799.txt,philboard 0.5 - 'W1L3D4_konuya_mesaj_yaz.asp' Multiple SQL Injections,2008-05-14,U238,webapps,php,
31800,exploits/php/webapps/31800.pl,SunShop Shopping Cart 3.5.1 - 'index.php' SQL Injection,2008-05-15,irvian,webapps,php,
31801,exploits/php/webapps/31801.txt,ACGV News 0.9.1 - 'glossaire.php?id' SQL Injection,2008-05-16,ZoRLu,webapps,php,
31802,exploits/php/webapps/31802.txt,ACGV News 0.9.1 - 'glossaire.php?id' Cross-Site Scripting,2008-05-16,ZoRLu,webapps,php,
31803,exploits/php/webapps/31803.txt,AN Guestbook 0.4 - 'send_email.php' Cross-Site Scripting,2008-05-16,ZoRLu,webapps,php,
31804,exploits/php/webapps/31804.txt,Digital Hive 2.0 - 'base_include.php' Local File Inclusion,2008-05-16,ZoRLu,webapps,php,
31805,exploits/php/webapps/31805.txt,PHP-Nuke 'KuiraniKerim' Module - 'sid' SQL Injection,2008-05-17,Lovebug,webapps,php,
31806,exploits/php/webapps/31806.txt,bcoos 1.0.13 - 'file' Local File Inclusion,2008-05-19,Lostmon,webapps,php,
31807,exploits/php/webapps/31807.txt,cPanel 11.21 - 'wwwact' Privilege Escalation,2008-05-19,Ali Jasbi,webapps,php,
31808,exploits/php/webapps/31808.txt,AppServ Open Project 2.5.10 - 'appservlang' Cross-Site Scripting,2008-05-20,CWH Underground,webapps,php,
31809,exploits/php/webapps/31809.txt,Starsgames Control Panel 4.6.2 - 'index.php' Cross-Site Scripting,2008-05-20,CWH Underground,webapps,php,
31810,exploits/php/webapps/31810.txt,Web Slider 0.6 - 'slide' SQL Injection,2008-05-20,fahn zichler,webapps,php,
31813,exploits/php/webapps/31813.txt,eCMS 0.4.2 - Multiple Vulnerabilities,2008-05-20,hadihadi,webapps,php,
31821,exploits/php/webapps/31821.txt,PHPFreeForum 1.0 rc2 - 'error.php?message' Cross-Site Scripting,2008-05-22,tan_prathan,webapps,php,
31822,exploits/php/webapps/31822.txt,PHPFreeForum 1.0 rc2 - '/part/menu.php' Multiple Cross-Site Scripting Vulnerabilities,2008-05-22,tan_prathan,webapps,php,
31823,exploits/php/webapps/31823.txt,phpSQLiteCMS 1 RC2 - '/cms/includes/header.inc.php' Multiple Cross-Site Scripting Vulnerabilities,2008-05-22,CWH Underground,webapps,php,
31824,exploits/php/webapps/31824.txt,phpSQLiteCMS 1 RC2 - '/cms/includes/login.inc.php' Multiple Cross-Site Scripting Vulnerabilities,2008-05-22,CWH Underground,webapps,php,
31825,exploits/php/webapps/31825.txt,BMForum 5.6 - 'index.php' Cross-Site Scripting,2008-05-22,CWH Underground,webapps,php,
31826,exploits/php/webapps/31826.txt,BMForum 5.6 - 'bsd01footer.php' Cross-Site Scripting,2008-05-22,CWH Underground,webapps,php,
31827,exploits/php/webapps/31827.txt,BMForum 5.6 - 'bsd01header.php' Cross-Site Scripting,2008-05-22,CWH Underground,webapps,php,
31829,exploits/php/webapps/31829.txt,AbleDating 2.4 - 'search_results.php?keyword' SQL Injection,2008-05-22,Ali Jasbi,webapps,php,
31830,exploits/php/webapps/31830.txt,AbleDating 2.4 - 'search_results.php?keyword' Cross-Site Scripting,2008-05-22,Ali Jasbi,webapps,php,
32045,exploits/php/webapps/32045.txt,eSyndiCat 2.2 - 'register.php' Multiple Cross-Site Scripting Vulnerabilities,2008-07-10,Fugitif,webapps,php,
31833,exploits/php/webapps/31833.txt,ILIAS 4.4.1 - Multiple Vulnerabilities,2014-02-22,HauntIT,webapps,php,80
31834,exploits/php/webapps/31834.txt,WordPress Plugin AdRotate 3.9.4 - 'clicktracker.ph?track' SQL Injection,2014-02-22,High-Tech Bridge SA,webapps,php,80
31835,exploits/php/webapps/31835.txt,Apple Safari Montage 3.1.3 - 'forgotPW.php' Multiple Cross-Site Scripting Vulnerabilities,2008-05-22,Omer Singer,webapps,php,
31836,exploits/php/webapps/31836.txt,WordPress Plugin Upload File - 'wp-uploadfile.php' SQL Injection,2008-05-24,eserg.ru,webapps,php,
31837,exploits/php/webapps/31837.txt,DZOIC Handshakes 3.5 - 'fname' SQL Injection,2008-05-24,Ali Jasbi,webapps,php,
31838,exploits/php/webapps/31838.txt,Horde Multiple Product - 'workweek.php?Timestamp' Cross-Site Scripting,2008-05-24,Ivan Sanchez,webapps,php,
31839,exploits/php/webapps/31839.txt,Horde Multiple Product - 'week.php?Timestamp' Cross-Site Scripting,2008-05-24,Ivan Sanchez,webapps,php,
31840,exploits/php/webapps/31840.txt,Horde Multiple Product - 'day.php?Timestamp' Cross-Site Scripting,2008-05-24,Ivan Sanchez,webapps,php,
31841,exploits/php/webapps/31841.txt,miniCWB 2.1.1 - 'connector.php' Multiple Cross-Site Scripting Vulnerabilities,2008-05-26,CWH Underground,webapps,php,
31842,exploits/php/webapps/31842.txt,AbleSpace 1.0 - 'adv_cat.php' SQL Injection,2008-05-26,Jasbi,webapps,php,
31844,exploits/php/webapps/31844.txt,PHPFix 2.0 - '/fix/browse.php?kind' SQL Injection,2008-05-26,Unohope,webapps,php,
31845,exploits/php/webapps/31845.txt,PHPFix 2.0 - '/auth/00_pass.php?account' SQL Injection,2008-05-26,Unohope,webapps,php,
31846,exploits/php/webapps/31846.txt,ClassSystem 2.0/2.3 - 'HomepageTop.php?teacher_id' SQL Injection,2008-05-26,Unohope,webapps,php,
31847,exploits/php/webapps/31847.txt,ClassSystem 2.0/2.3 - 'HomepageMain.php?teacher_id' SQL Injection,2008-05-26,Unohope,webapps,php,
31848,exploits/php/webapps/31848.txt,ClassSystem 2.0/2.3 - 'MessageReply.php?teacher_id' SQL Injection,2008-05-26,Unohope,webapps,php,
31849,exploits/php/webapps/31849.html,ClassSystem 2.0/2.3 - 'class/ApplyDB.php' Unrestricted Arbitrary File Upload / Arbitrary Code Execution,2008-05-26,Unohope,webapps,php,
31855,exploits/php/webapps/31855.txt,Tr Script News 2.1 - 'news.php' Cross-Site Scripting,2008-05-27,ZoRLu,webapps,php,
31857,exploits/php/webapps/31857.txt,Joomla! / Mambo Component Artists - 'idgalery' SQL Injection,2008-05-28,Cr@zy_King,webapps,php,
31858,exploits/php/webapps/31858.txt,Calcium 3.10/4.0.4 - 'Calcium40.pl' Cross-Site Scripting,2008-05-28,Marvin Simkin,webapps,php,
31866,exploits/php/webapps/31866.txt,TorrentTrader Classic 1.x - 'scrape.php' SQL Injection,2008-05-31,Charles Vaughn,webapps,php,
31867,exploits/php/webapps/31867.php,CMS Easyway - 'mid' SQL Injection,2008-05-30,Lidloses_Auge,webapps,php,
31868,exploits/php/webapps/31868.txt,OtomiGenX 2.2 - 'userAccount' SQL Injection,2008-06-02,hadihadi,webapps,php,
31870,exploits/php/webapps/31870.pl,Joomla! / Mambo Component Joo!BB 0.5.9 - 'forum' SQL Injection,2008-06-02,His0k4,webapps,php,
31880,exploits/php/webapps/31880.txt,WyMIEN PHP 1.0 - 'index.php' Cross-Site Scripting,2008-06-04,ZoRLu,webapps,php,
31881,exploits/php/webapps/31881.txt,PHP Address Book 3.1.5 - Multiple SQL Injections / Cross-Site Scripting Vulnerabilities,2008-06-04,CWH Underground,webapps,php,
31882,exploits/php/webapps/31882.txt,SamTodo 1.1 - 'tid' Cross-Site Scripting,2008-06-05,David Sopas Ferreira,webapps,php,
31883,exploits/php/webapps/31883.txt,SamTodo 1.1 - 'completed' Cross-Site Scripting,2008-06-05,David Sopas Ferreira,webapps,php,
31888,exploits/php/webapps/31888.txt,SchoolCenter 7.5 - Multiple Cross-Site Scripting Vulnerabilities,2008-06-06,Doz,webapps,php,
31893,exploits/php/webapps/31893.txt,Hot Links SQL-PHP - Multiple Cross-Site Scripting Vulnerabilities,2008-06-10,sl4xUz,webapps,php,
31898,exploits/php/webapps/31898.txt,Sendy 1.1.8.4 - SQL Injection,2014-02-25,Hurley,webapps,php,80
31902,exploits/php/webapps/31902.txt,Noticia Portal - 'detalle_noticia.php' SQL Injection,2008-06-10,t@nzo0n,webapps,php,
31904,exploits/php/webapps/31904.txt,PHPEasyData 1.5.4 - 'annuaire.php?annuaire' SQL Injection,2008-06-11,Sylvain THUAL,webapps,php,
31905,exploits/php/webapps/31905.txt,PHPEasyData 1.5.4 - '/admin/login.php?Username' SQL Injection,2008-06-11,Sylvain THUAL,webapps,php,
31906,exploits/php/webapps/31906.txt,PHPEasyData 1.5.4 - 'last_records.php?annuaire' Cross-Site Scripting,2008-06-11,Sylvain THUAL,webapps,php,
31907,exploits/php/webapps/31907.txt,PHPEasyData 1.5.4 - 'annuaire.php' Multiple Cross-Site Scripting Vulnerabilities,2008-06-11,Sylvain THUAL,webapps,php,
31908,exploits/php/webapps/31908.txt,Flat Calendar 1.1 - Multiple Administrative Scripts Authentication Bypass Vulnerabilities,2008-06-11,Crackers_Child,webapps,php,
31910,exploits/php/webapps/31910.txt,vBulletin 3.6.10/3.7.1 - 'redirect' Cross-Site Scripting,2008-06-13,anonymous,webapps,php,
31916,exploits/php/webapps/31916.txt,Piwigo 2.6.1 - Cross-Site Request Forgery,2014-02-26,killall-9,webapps,php,80
31929,exploits/php/webapps/31929.txt,SimpleNotes - Multiple Cross-Site Scripting Vulnerabilities,2008-06-16,sl4xUz,webapps,php,
31933,exploits/php/webapps/31933.txt,OpenDocMan 1.x - 'out.php' Cross-Site Scripting,2008-06-17,Sergi Rosello,webapps,php,
31938,exploits/php/webapps/31938.txt,KEIL Software PhotoKorn 1.542 - 'index.php' SQL Injection,2008-06-18,t@nzo0n,webapps,php,
31939,exploits/php/webapps/31939.txt,vBulletin 3.7.1 - Moderation Control Panel 'redirect' Cross-Site Scripting,2008-06-19,Jessica Hope,webapps,php,
31943,exploits/php/webapps/31943.html,GL-SH Deaf Forum 6.5.5 - Cross-Site Scripting / Arbitrary File Upload,2008-06-20,AmnPardaz,webapps,php,
32214,exploits/php/webapps/32214.pl,FreePBX 2.11.0 - Remote Command Execution,2014-03-12,@0x00string,webapps,php,80
31944,exploits/php/webapps/31944.txt,phpAuction - 'profile.php' SQL Injection (2),2008-06-21,Mr.SQL,webapps,php,
31945,exploits/php/webapps/31945.txt,PEGames - Multiple Cross-Site Scripting Vulnerabilities,2008-06-23,CraCkEr,webapps,php,
31946,exploits/php/webapps/31946.txt,IDMOS 1.0 - 'site_absolute_path' Multiple Remote File Inclusions,2008-06-23,CraCkEr,webapps,php,
31947,exploits/php/webapps/31947.txt,Joomla! Component EXP Shop 1.0 - SQL Injection,2008-06-22,His0k4,webapps,php,
31948,exploits/php/webapps/31948.txt,Open Digital Assets Repository System 1.0.2 - Remote File Inclusion,2008-06-22,CraCkEr,webapps,php,
31949,exploits/php/webapps/31949.txt,Chipmunk Blog - 'members.php' Cross-Site Scripting,2008-06-23,sl4xUz,webapps,php,
31950,exploits/php/webapps/31950.txt,Chipmunk Blog - 'comments.php' Cross-Site Scripting,2008-06-23,sl4xUz,webapps,php,
31951,exploits/php/webapps/31951.txt,Chipmunk Blog - 'photos.php' Cross-Site Scripting,2008-06-23,sl4xUz,webapps,php,
31952,exploits/php/webapps/31952.txt,Chipmunk Blog - 'archive.php' Cross-Site Scripting,2008-06-23,sl4xUz,webapps,php,
31953,exploits/php/webapps/31953.txt,Chipmunk Blog - 'cat.php' Cross-Site Scripting,2008-06-23,sl4xUz,webapps,php,
31954,exploits/php/webapps/31954.txt,Benja CMS 0.1 - '/admin/admin_edit_submenu.php' Cross-Site Scripting,2008-06-23,CWH Underground,webapps,php,
31955,exploits/php/webapps/31955.txt,Benja CMS 0.1 - '/admin/admin_new_submenu.php' Cross-Site Scripting,2008-06-23,CWH Underground,webapps,php,
31956,exploits/php/webapps/31956.txt,Benja CMS 0.1 - '/admin/admin_edit_topmenu.php' Cross-Site Scripting,2008-06-23,CWH Underground,webapps,php,
31960,exploits/php/webapps/31960.txt,A+ PHP Scripts News Management System 0.3 - Multiple Input Validation Vulnerabilities,2008-06-23,CraCkEr,webapps,php,
31961,exploits/php/webapps/31961.txt,GDL 4.2 - Multiple Vulnerabilities,2014-02-27,ByEge,webapps,php,80
32135,exploits/php/webapps/32135.txt,common Solutions csphonebook 1.02 - 'index.php' Cross-Site Scripting,2008-07-31,Ghost Hacker,webapps,php,
32047,exploits/php/webapps/32047.txt,Hudson 1.223 - 'q' Cross-Site Scripting,2008-07-11,syniack,webapps,php,
31970,exploits/php/webapps/31970.txt,PHP-CMDB 0.7.3 - Multiple Vulnerabilities,2014-02-28,HauntIT,webapps,php,80
31971,exploits/php/webapps/31971.txt,PHP Ticket System Beta 1 - 'get_all_created_by_user.php?id' SQL Injection,2014-02-28,HauntIT,webapps,php,80
31975,exploits/php/webapps/31975.txt,The Rat CMS - 'viewarticle.php' Multiple Cross-Site Scripting Vulnerabilities,2008-06-26,CWH Underground,webapps,php,
31976,exploits/php/webapps/31976.txt,The Rat CMS - 'viewarticle2.php?id' Cross-Site Scripting,2008-06-26,CWH Underground,webapps,php,
31977,exploits/php/webapps/31977.txt,The Rat CMS - 'viewarticle.php?id' SQL Injection,2008-06-26,CWH Underground,webapps,php,
31978,exploits/php/webapps/31978.txt,The Rat CMS - 'viewarticle2.php?id' SQL Injection,2008-06-26,CWH Underground,webapps,php,
31982,exploits/php/webapps/31982.txt,Webuzo 2.1.3 - Multiple Vulnerabilities,2014-02-28,Mahendra,webapps,php,80
32134,exploits/php/webapps/32134.txt,H0tturk Panel - 'gizli.php' Remote File Inclusion,2008-07-31,U238,webapps,php,
31986,exploits/php/webapps/31986.txt,WordPress Plugin VideoWhisper 4.27.3 - Multiple Vulnerabilities,2014-02-28,High-Tech Bridge SA,webapps,php,80
31989,exploits/php/webapps/31989.txt,webERP 4.11.3 - 'SalesInquiry.php?SortBy' SQL Injection,2014-02-28,HauntIT,webapps,php,80
32001,exploits/php/webapps/32001.txt,RSS-aggregator 1.0 - 'IdFlux' SQL Injection,2008-06-30,CWH Underground,webapps,php,
32002,exploits/php/webapps/32002.txt,RSS-aggregator 1.0 - 'IdTag' SQL Injection,2008-06-30,CWH Underground,webapps,php,
32003,exploits/php/webapps/32003.txt,RSS-aggregator 1.0 - Authentication Bypass,2008-06-30,CWH Underground,webapps,php,
32004,exploits/php/webapps/32004.txt,FaName 1.0 - 'index.php' Multiple Cross-Site Scripting Vulnerabilities,2008-06-30,Jesper Jurcenoks,webapps,php,
32005,exploits/php/webapps/32005.txt,FaName 1.0 - 'page.php?name' Cross-Site Scripting,2008-06-30,Jesper Jurcenoks,webapps,php,
32131,exploits/php/webapps/32131.txt,ClipSharePro 4.1 - Local File Inclusion,2014-03-09,Saadi Siddiqui,webapps,php,
32010,exploits/php/webapps/32010.txt,Joomla! / Mambo Component com_is 1.0.1 - Multiple SQL Injections,2008-07-02,H-T Team,webapps,php,
32011,exploits/php/webapps/32011.txt,DodosMail 2.5 - 'dodosmail.php' Local File Inclusion,2008-07-07,ahmadbady,webapps,php,
32013,exploits/php/webapps/32013.txt,Zoph 0.7.2.1 - SQL Injection,2008-07-07,Julian Rodriguez,webapps,php,
32014,exploits/php/webapps/32014.txt,Zoph 0.7.2.1 - 'search.php?_off' Cross-Site Scripting,2008-07-07,Julian Rodriguez,webapps,php,
32015,exploits/php/webapps/32015.txt,PHP-Nuke 4ndvddb 0.91 Module - 'id' SQL Injection,2008-07-07,Lovebug,webapps,php,
32016,exploits/php/webapps/32016.pl,Fuzzylime (cms) 3.01 - 'blog.php' Local File Inclusion,2008-07-07,Cod3rZ,webapps,php,
32017,exploits/php/webapps/32017.html,vBulletin 3.7.1 - 'admincp/faq.php?Injection adminlog.php' Cross-Site Scripting,2008-07-08,Jessica Hope,webapps,php,
32020,exploits/php/webapps/32020.txt,PageFusion 1.5 - 'index.php' Multiple Cross-Site Scripting Vulnerabilities,2008-07-09,Julian Rodriguez,webapps,php,
32021,exploits/php/webapps/32021.txt,Xomol CMS 1.2 - '/index.php' HTML Injection / Cross-Site Scripting,2008-07-09,Julian Rodriguez,webapps,php,
32022,exploits/php/webapps/32022.txt,TGS Content Management 0.3.2r2 - 'index.php' Multiple Cross-Site Scripting Vulnerabilities,2008-07-09,Julian Rodriguez,webapps,php,
32023,exploits/php/webapps/32023.txt,TGS Content Management 0.3.2r2 - 'login.php' Multiple Cross-Site Scripting Vulnerabilities,2008-07-09,Julian Rodriguez,webapps,php,
32024,exploits/php/webapps/32024.txt,V-Webmail 1.6.4 - '/includes/pear/Mail/RFC822.php?CONFIG[pear_dir]' Remote File Inclusion,2008-07-10,CraCkEr,webapps,php,
32025,exploits/php/webapps/32025.txt,V-Webmail 1.6.4 - '/includes/pear/Net/Socket.php?CONFIG[pear_dir]' Remote File Inclusion,2008-07-10,CraCkEr,webapps,php,
32026,exploits/php/webapps/32026.txt,V-Webmail 1.6.4 - '/includes/pear/XML/parser.php?CONFIG[pear_dir]' Remote File Inclusion,2008-07-10,CraCkEr,webapps,php,
32027,exploits/php/webapps/32027.txt,V-Webmail 1.6.4 - '/includes/pear/XML/Tree.php?CONFIG[pear_dir]' Remote File Inclusion,2008-07-10,CraCkEr,webapps,php,
32028,exploits/php/webapps/32028.txt,V-Webmail 1.6.4 - '/includes/pear/Mail/mimeDecode.php?CONFIG[pear_dir]' Remote File Inclusion,2008-07-10,CraCkEr,webapps,php,
32029,exploits/php/webapps/32029.txt,V-Webmail 1.6.4 - '/includes/pear/Console/Getopt.php?CONFIG[pear_dir]' Remote File Inclusion,2008-07-10,CraCkEr,webapps,php,
32030,exploits/php/webapps/32030.txt,V-Webmail 1.6.4 - '/includes/pear/System.php?CONFIG[pear_dir]' Remote File Inclusion,2008-07-10,CraCkEr,webapps,php,
32031,exploits/php/webapps/32031.txt,V-Webmail 1.6.4 - '/includes/pear/Log.php?CONFIG[pear_dir]' Remote File Inclusion,2008-07-10,CraCkEr,webapps,php,
32032,exploits/php/webapps/32032.txt,V-Webmail 1.6.4 - '/includes/pear/File.php?CONFIG[pear_dir]' Remote File Inclusion,2008-07-10,CraCkEr,webapps,php,
32033,exploits/php/webapps/32033.txt,V-Webmail 1.6.4 - '/includes/prepend.php?CONFIG[pear_dir]' Remote File Inclusion,2008-07-10,CraCkEr,webapps,php,
32034,exploits/php/webapps/32034.txt,V-Webmail 1.6.4 - '/includes/cachedConfig.php?CONFIG[pear_dir]' Remote File Inclusion,2008-07-10,CraCkEr,webapps,php,
32035,exploits/php/webapps/32035.txt,V-Webmail 1.6.4 - '/includes/prepend.php?CONFIG[includes]' Remote File Inclusion,2008-07-10,CraCkEr,webapps,php,
32036,exploits/php/webapps/32036.txt,V-Webmail 1.6.4 - '/includes/email.list.search.php?CONFIG[includes]' Remote File Inclusion,2008-07-10,CraCkEr,webapps,php,
32037,exploits/php/webapps/32037.txt,couponPHP CMS 1.0 - Multiple Persistent Cross-Site Scripting / SQL Injections,2014-03-03,LiquidWorm,webapps,php,
32038,exploits/php/webapps/32038.txt,SpagoBI 4.0 - Persistent Cross-Site Scripting,2014-03-03,Christian Catalano,webapps,php,
32039,exploits/php/webapps/32039.txt,SpagoBI 4.0 - Persistent HTML Script Insertion,2014-03-03,Christian Catalano,webapps,php,
32040,exploits/php/webapps/32040.txt,SpagoBI 4.0 - Arbitrary Cross-Site Scripting / Arbitrary File Upload,2014-03-03,Christian Catalano,webapps,php,
32283,exploits/php/webapps/32283.txt,Scripts4Profit DXShopCart 4.30 - 'pid' SQL Injection,2008-08-21,Hussin X,webapps,php,
32284,exploits/php/webapps/32284.txt,Simasy CMS - 'id' SQL Injection,2008-08-21,r45c4l,webapps,php,
32051,exploits/php/webapps/32051.php,Pubs Black Cat [The Fun] - 'browse.groups.php' SQL Injection,2008-07-14,RMx,webapps,php,
32053,exploits/php/webapps/32053.txt,WordPress Core 2.5.1 - 'press-this.php' Multiple Cross-Site Scripting Vulnerabilities,2008-07-15,anonymous,webapps,php,
32057,exploits/php/webapps/32057.txt,Evaria ECMS 1.1 - 'DOCUMENT_ROOT' Multiple Remote File Inclusions,2008-07-16,ahmadbady,webapps,php,
32058,exploits/php/webapps/32058.txt,OpenPro 1.3.1 - 'search_wA.php' Remote File Inclusion,2008-07-16,Ghost Hacker,webapps,php,
32059,exploits/php/webapps/32059.txt,Claroline 1.8.9 - 'announcements/announcements.php' Cross-Site Scripting,2008-07-15,Digital Security Research Group,webapps,php,
32060,exploits/php/webapps/32060.txt,Claroline 1.8.9 - 'calendar/agenda.php' Cross-Site Scripting,2008-07-15,Digital Security Research Group,webapps,php,
32061,exploits/php/webapps/32061.txt,Claroline 1.8.9 - 'course/index.php' Cross-Site Scripting,2008-07-15,Digital Security Research Group,webapps,php,
32062,exploits/php/webapps/32062.txt,Claroline 1.8.9 - 'course_description/index.php' Cross-Site Scripting,2008-07-15,Digital Security Research Group,webapps,php,
32063,exploits/php/webapps/32063.txt,Claroline 1.8.9 - 'document/document.php' Cross-Site Scripting,2008-07-15,Digital Security Research Group,webapps,php,
32064,exploits/php/webapps/32064.txt,Claroline 1.8.9 - 'exercise/exercise.php' Cross-Site Scripting,2008-07-15,Digital Security Research Group,webapps,php,
32065,exploits/php/webapps/32065.txt,Claroline 1.8.9 - 'group/group_space.php' Cross-Site Scripting,2008-07-15,Digital Security Research Group,webapps,php,
32066,exploits/php/webapps/32066.txt,Claroline 1.8.9 - '/phpBB/newtopic.php' Cross-Site Scripting,2008-07-15,Digital Security Research Group,webapps,php,
32067,exploits/php/webapps/32067.txt,Claroline 1.8.9 - 'phpBB/reply.php' Cross-Site Scripting,2008-07-15,Digital Security Research Group,webapps,php,
32068,exploits/php/webapps/32068.txt,Claroline 1.8.9 - 'phpBB/viewtopic.php' Cross-Site Scripting,2008-07-15,Digital Security Research Group,webapps,php,
32069,exploits/php/webapps/32069.txt,Claroline 1.8.9 - 'wiki/wiki.php' Cross-Site Scripting,2008-07-15,Digital Security Research Group,webapps,php,
32070,exploits/php/webapps/32070.txt,Claroline 1.8.9 - 'work/work.php' Cross-Site Scripting,2008-07-15,Digital Security Research Group,webapps,php,
32071,exploits/php/webapps/32071.txt,Claroline 1.8.9 - '/claroline/redirector.php?url' Arbitrary Site Redirect,2008-07-15,Digital Security Research Group,webapps,php,
32075,exploits/php/webapps/32075.txt,OpenDocMan 1.2.7 - Multiple Vulnerabilities,2014-03-05,High-Tech Bridge SA,webapps,php,80
32076,exploits/php/webapps/32076.txt,Ilch CMS 2.0 - Persistent Cross-Site Scripting,2014-03-05,High-Tech Bridge SA,webapps,php,80
32077,exploits/php/webapps/32077.txt,IBS 0.15 - 'Username' Cross-Site Scripting,2008-07-17,Cyb3r-1sT,webapps,php,
32078,exploits/php/webapps/32078.php,Community CMS 0.1 - 'include.php' Remote File Inclusion,2008-07-17,N3TR00T3R,webapps,php,
32079,exploits/php/webapps/32079.txt,CreaCMS - '/edition_article/edition_article.php?cfg[document_uri]' Remote File Inclusion,2008-07-18,Ciph3r,webapps,php,
32080,exploits/php/webapps/32080.txt,CreaCMS - '/fonctions/get_liste_langue.php?cfg[base_uri_admin]' Remote File Inclusion,2008-07-18,Ciph3r,webapps,php,
32081,exploits/php/webapps/32081.txt,Lemon CMS 1.10 - 'browser.php' Local File Inclusion,2008-07-18,Ciph3r,webapps,php,
32082,exploits/php/webapps/32082.txt,Def_Blog 1.0.3 - 'comaddok.php?article' SQL Injection,2008-07-18,CWH Underground,webapps,php,
32083,exploits/php/webapps/32083.txt,Def_Blog 1.0.3 - 'comlook.php?article' SQL Injection,2008-07-18,CWH Underground,webapps,php,
32085,exploits/php/webapps/32085.txt,PHPFreeChat 1.1 - 'demo21_with_hardocded_urls.php' Cross-Site Scripting,2008-07-18,ahmadbady,webapps,php,
32087,exploits/php/webapps/32087.txt,EasyBookMarker 4.0 - 'ajaxp_backend.php' Cross-Site Scripting,2008-07-21,Dr.Crash,webapps,php,
32088,exploits/php/webapps/32088.pl,EasyDynamicPages 3.0 - Multiple SQL Injections / Cross-Site Scripting Vulnerabilities,2008-07-21,Dr.Crash,webapps,php,
32089,exploits/php/webapps/32089.pl,EasyPublish 3.0 - 'read' Multiple SQL Injections / Cross-Site Scripting,2008-07-21,Dr.Crash,webapps,php,
32090,exploits/php/webapps/32090.txt,Maran PHP Blog - 'comments.php' Cross-Site Scripting,2008-07-21,Dr.Crash,webapps,php,
32091,exploits/php/webapps/32091.txt,MyBlog 0.9.8 - Multiple Remote Information Disclosure Vulnerabilities,2008-07-21,AmnPardaz Security Research Team,webapps,php,
32092,exploits/php/webapps/32092.txt,Flip 3.0 - 'config.php' Remote File Inclusion,2008-07-21,Cru3l.b0y,webapps,php,
32093,exploits/php/webapps/32093.txt,PHPKF - 'forum_duzen.php' SQL Injection,2008-07-21,U238,webapps,php,
32096,exploits/php/webapps/32096.pl,EasyE-Cards 3.10 - SQL Injection / Cross-Site Scripting,2008-07-21,Dr.Crash,webapps,php,
32097,exploits/php/webapps/32097.txt,XOOPS 2.0.18 - '/modules/system/admin.php?fct' Traversal Local File Inclusion,2008-07-21,Ciph3r,webapps,php,
32098,exploits/php/webapps/32098.txt,XOOPS 2.0.18 - '/modules/system/admin.php?fct' Cross-Site Scripting,2008-07-21,Ciph3r,webapps,php,
32099,exploits/php/webapps/32099.txt,RunCMS 1.6.1 - 'bbPath[path]' Remote File Inclusion,2008-07-21,Ciph3r,webapps,php,
32100,exploits/php/webapps/32100.txt,RunCMS 1.6.1 - 'bbPath[root_theme]' Remote File Inclusion,2008-07-21,Ciph3r,webapps,php,
32101,exploits/php/webapps/32101.txt,eSyndiCat 1.6 - 'admin_lng' Cookie Authentication Bypass,2008-07-21,Ciph3r,webapps,php,
32102,exploits/php/webapps/32102.txt,AlphAdmin CMS 1.0.5_03 - 'aa_login' Cookie Authentication Bypass,2008-07-21,Ciph3r,webapps,php,
32106,exploits/php/webapps/32106.txt,Claroline 1.8 - 'learnPath/calendar/myagenda.php' Query String Cross-Site Scripting,2008-07-22,DSecRG,webapps,php,
32107,exploits/php/webapps/32107.txt,Claroline 1.8 - 'user/user.php' Query String Cross-Site Scripting,2008-07-22,DSecRG,webapps,php,
32108,exploits/php/webapps/32108.txt,Claroline 1.8 - '/tracking/courseLog.php?view' Cross-Site Scripting,2008-07-22,DSecRG,webapps,php,
32109,exploits/php/webapps/32109.txt,Claroline 1.8 - '/tracking/toolaccess_details.php?toolId' Cross-Site Scripting,2008-07-22,DSecRG,webapps,php,
32113,exploits/php/webapps/32113.txt,EMC Centera Universal Access 4.0_4735.p4 - 'Username' SQL Injection,2008-07-23,Lars Heidelberg,webapps,php,
32114,exploits/php/webapps/32114.txt,AtomPhotoBlog 1.15 - 'atomPhotoBlog.php' SQL Injection,2008-07-24,Mr.SQL,webapps,php,
32115,exploits/php/webapps/32115.txt,Ajax File Manager - Directory Traversal,2014-03-07,Eduardo Alves,webapps,php,
32116,exploits/php/webapps/32116.txt,EZContents - 'minicalendar.php' Remote File Inclusion,2008-07-25,HACKERS PAL,webapps,php,
32117,exploits/php/webapps/32117.txt,Willoughby TriO 2.1 - SQL Injection,2008-07-26,dun,webapps,php,
32118,exploits/php/webapps/32118.txt,Greatclone GC Auction Platinum - 'category.php' SQL Injection,2008-07-27,Hussin X,webapps,php,
32121,exploits/php/webapps/32121.php,Jamroom 3.3.8 - Cookie Authentication Bypass,2008-07-28,GulfTech Security,webapps,php,
