,id,device,version,description
16929,38047,dotProject ,2.1, 'id' SQL Injection
16930,38048,dotProject ,2.1, 'id' SQL Injection
16931,38050,dotProject ,2.1, 'ajaxfilemanager.php' Script Arbitrary File Upload
16932,38051,Bedita ,3.51, Cross
16933,38057,Bedita ,3.51, 'id' SQL Injection
16934,38060,Bedita ,3.51, 'count' SQL Injection
16935,38061,Bedita ,3.51, 'id' SQL Injection
16936,38063,Bedita ,3.51,ImageZoom 
16937,38064,Bedita ,3.51, 'id' SQL Injection
16938,38066,OpenX ,2.81, 'errMsg' Cross
16939,38068,Mantis Bug Tracker ,1.219, Host Header
16940,38071,YesWiki ,0.2, 'squelette' Directory Traversal
16941,38074,Cerb ,7.03, Cross
16942,38076,BigDump ,0.29, Multiple Vulnerabilities
16943,38077,BigDump ,0.29, 'mls' SQL Injection
16944,38078,BigDump ,0.29, 'page' Cross
16945,38086,WordPress Plugin Contact Form Generator ,2.01, Multiple Cross
16946,38090,BigDump ,0.29, Unauthorized File Disclosure
16947,38091,Elastix < ,2.5, PHP Code Injection
16948,38099,BigDump ,0.29, 'test' Cross
16949,38101,Elastix < ,2.5, 'language' Local File Inclusion
16950,38102,Elastix < ,2.5, 'codigo' SQL Injection
16951,38103,Elastix < ,2.5, 'f_email' SQL Injection
16952,38105,Elastix < ,2.5,Label Framework 2.0.6 
16953,38110,DirectAdmin Web Control Panel ,1.483, Multiple Vulnerabilities
16954,38111,DirectAdmin Web Control Panel ,1.483, Stack Trace Information Disclosure
16955,38112,DirectAdmin Web Control Panel ,1.483, 'id' SQL Injection
16956,38113,DirectAdmin Web Control Panel ,1.483, SQL Injection
16957,38115,DirectAdmin Web Control Panel ,1.483, Customer Field Cross
16958,38119,DirectAdmin Web Control Panel ,1.483,Exchanger 5.1.0 
16959,38120,PHP ,5.4, SplDoublyLinkedList 'Unserialize()' Use
16960,38121,PHP ,5.4, 'unserialize()' Use
16961,38122,PHP ,5.4, SplObjectStorage 'Unserialize()' Use
16962,38123,PHP ,5.4, Use
16963,38125,PHP ,5.4, 'Unserialize()' Use
16964,38127,PHP ,5.59, 'zend_executor_globals' 'CGIMode FPM WriteProcMemFile' disable_functions Bypass / Load Dynamic Library
16965,38129,Octogate UTM ,3.012, Admin Interface Directory Traversal
16966,38131,Octogate UTM ,3.012, 'group' Cross
16967,38133,Octogate UTM ,3.012, '/wp
16968,38134,Octogate UTM ,3.012, 'Controller' Local File Inclusion
16969,38135,Octogate UTM ,3.012, 'Controller' Local File Inclusion
16970,38139,Octogate UTM ,3.012, 'transaction' SQL Injection
16971,38140,Octogate UTM ,3.012, Arbitrary Command Execution
16972,38141,Octogate UTM ,3.012, 'search?q' Cross
16973,38142,Octogate UTM ,3.012, users/login 'Username' Cross
16974,38143,Octogate UTM ,3.012, 'account' Cross
16975,38144,Octogate UTM ,3.012, 'search.php' Script SQL Injection
16976,38148,Monsta FTP ,1.62, Multiple Vulnerabilities
16977,38152,Monsta FTP ,1.62, 'admin/data/users.xml' Access Restriction / Information Disclosure
16978,38153,Monsta FTP ,1.62, '/webmail/x3/mail/clientconf.html?acct' Cross
16979,38154,Monsta FTP ,1.62, 'detailbw.html' Multiple Cross
16980,38155,Monsta FTP ,1.62, 'filtername' Cross
16981,38156,Monsta FTP ,1.62, 'dir' Cross
16982,38157,Monsta FTP ,1.62, 'save.php' Arbitrary File Upload
16983,38158,Monsta FTP ,1.62, '/wp
16984,38159,Monsta FTP ,1.62, '/wp
16985,38160,Monsta FTP ,1.62, '/wp
16986,38161,Monsta FTP ,1.62, 'l.php?url' Arbitrary Site Redirect
16987,38162,Monsta FTP ,1.62, 'tickets.php?status' Cross
16988,38163,Monsta FTP ,1.62, Arbitrary File Upload
16989,38166,WHMCS ,5, Insecure Cookie Authentication Bypass
16990,38167,WHMCS ,5, Arbitrary File Upload
16991,38168,WHMCS ,5, 'json.php' Security Bypass
16992,38169,WHMCS ,5, 'comment' HTML Injection
16993,38171,WHMCS ,5, Multiple Cross
16994,38176,WordPress Plugin EZ SQL Reports < ,4.1137, Multiple Vulnerabilities
16995,38178,WHMCS ,5, 'test
16996,38182,WordPress Plugin EZ SQL Reports < ,4.1137, 'type' Cross
16997,38183,WordPress Plugin EZ SQL Reports < ,4.1137, 'tinybrowser.php' Directory Listing
16998,38184,WordPress Plugin EZ SQL Reports < ,4.1137, 'edit.php' Directory Listing
16999,38187,WordPress Plugin CP Reservation Calendar ,1.16, SQL Injection
17000,38196,PHP ,5.311, Arbitrary File Upload (Metasploit)
17001,38197,Silver Peak VXOA < ,6.211, Multiple Vulnerabilities
17002,38204,Monsta FTP ,1.62, Arbitrary File Upload
17003,38207,Silver Peak VXOA < ,6.211, Cross
17004,38209,Silver Peak VXOA < ,6.211, 'filename_1' Arbitrary File Access
17005,38210,Kirby CMS ,2.1, Cross
17006,38213,h,5, SQL Injection
17007,38223,ZeusCart ,4, Cross
17008,38224,ZeusCart ,4, SQL Injection
17009,38228,ZeusCart ,4, 'table' SQL Injection
17010,38229,ZeusCart ,4, 'img' SQL Injection
17011,38231,ZeusCart ,4, SQL Injection / Cross
17012,38234,ZeusCart ,4, Execution
17013,38236,ZeusCart ,4, 'section' Cross
17014,38237,ZeusCart ,4, Multiple Vulnerabilities
17015,38238,ZeusCart ,4, 'contact.php' Multiple SQL Injections
17016,38241,Pligg CMS ,2.02, 'load_data_for_search.php' SQL Injection
17017,38246,Pligg CMS ,2.02, 'section' SQL Injection
17018,38251,Pligg CMS ,2.02,Table Reloaded 
17019,38255,Kirby CMS ,2.1, Authentication Bypass
17020,38256,h,5, Unrestricted Arbitrary File Upload
17021,38290,Kirby CMS ,2.1, Multiple Input Validation Vulnerabilities
17022,38291,Kirby CMS ,2.1, 'voicemail.php' Directory Traversal
17023,38292,refbase ,0.96, Multiple Vulnerabilities
17024,38294,ezStats,2, 'style.php' Local File Inclusion
17025,38295,ezStats for Battlefield ,3, '/ezStats2/compare.php' Multiple Cross
17026,38296,ezStats for Battlefield ,3, '_ajax_nonce' Cross
17027,38297,ezStats for Battlefield ,3, Multiple SQL Injections
17028,38300,ezStats for Battlefield ,3, 'playerID' Cross
17029,38301,ezStats for Battlefield ,3, 'tab' Cross
17030,38304,SMF (Simple Machine Forum) ,2.01, Remote Memory Exfiltration
17031,38309,SMF (Simple Machine Forum) ,2.01, Cross
17032,38311,SMF (Simple Machine Forum) ,2.01, 'news.php' SQL Injection
17033,38314,SMF (Simple Machine Forum) ,2.01, Full Path Disclosure
17034,38315,SMF (Simple Machine Forum) ,2.01, Multiple Cross
17035,38320,SMF (Simple Machine Forum) ,2.01, 'table' Cross
17036,38321,X,2, Cross
17037,38322,X,2, 'posteddata.php' Cross
17038,38323,X,2, Arbitrary File Upload
17039,38324,X,2, Cross
17040,38326,X,2, 'index.php' SQL Injection
17041,38327,PHPmyGallery ,1.5, Local File Disclosure / Cross
17042,38328,PHPmyGallery ,1.5, 'site' Cross
17043,38329,ZeroClipboard ,1.9, 'id' Cross
17044,38331,ZeroClipboard ,1.9, 'jwplayer.swf' Multiple Cross
17045,38332,ZeroClipboard ,1.9, 'index.php' Cross
17046,38333,ZeroClipboard ,1.9, Multiple HTML Injection Vulnerabilities
17047,38335,ZeroClipboard ,1.9, Cross
17048,38339,Centreon ,2.61, Multiple Vulnerabilities
17049,38345,vTiger CRM ,6.3, (Authenticated) Remote Code Execution
17050,38354,vTiger CRM ,6.3, Multiple Input Validation Vulnerabilities
17051,38355,vTiger CRM ,6.3, 'blog' Cross
17052,38359,vTiger CRM ,6.3, 'daytoshow' Cross
17053,38363,vTiger CRM ,6.3, HTML Injection / Local File Inclusion
17054,38367,vTiger CRM ,6.3, Cross
17055,38372,Question,2, Cross
17056,38373,Question,2, Profile Id HTML Injection
17057,38374,Question,2, Multiple Content Spoofing / Cross
17058,38375,Question,2, 'warning' Cross
17059,38376,Question,2, 'playerID' Cross
17060,38377,Question,2, Authentication Information Disclosure
17061,38385,Question,2, Multiple Arbitrary File Upload Vulnerabilities
17062,38386,Question,2, Arbitrary File Upload / Information Disclosure
17063,38391,Question,2, Cross
17064,38393,Question,2, Cross
17065,38400,Alienvault Open Source SIEM (OSSIM) ,4.3, Cross
17066,38406,Alienvault Open Source SIEM (OSSIM) ,4.3,Fusion 7.02.07 
17067,38407,GLPI ,0.855, Arbitrary File Upload / Filter Bypass / Remote Code Execution
17068,38408,GLPI ,0.855, 'add_ons' Cross
17069,38410,GLPI ,0.855, 'wpbanners_show.php' HTML Injection
17070,38413,GLPI ,0.855, Multiple Cross
17071,38414,GLPI ,0.855, 'wp_post_id' Cross
17072,38416,e,107, 'content_preset.php' Cross
17073,38417,e,107, 'sort' SQL Injection
17074,38418,e,107, Multiple Remote PHP Code Injection Vulnerabilities
17075,38425,e,107, '/addressbook/register/delete_user.php?id' SQL Injection
17076,38426,e,107, '/addressbook/register/edit_user.php?id' SQL Injection
17077,38427,e,107, '/addressbook/register/edit_user_save.php' Multiple SQL Injections
17078,38428,e,107, '/addressbook/register/linktick.php?site' SQL Injection
17079,38429,e,107, '/addressbook/register/reset_password.php' Multiple SQL Injections
17080,38430,e,107, '/addressbook/register/reset_password_save.php' Multiple SQL Injections
17081,38431,e,107, '/addressbook/register/router.php?BasicLogin' Cookie SQL Injection
17082,38432,e,107, '/addressbook/register/traffic.php?var' SQL Injection
17083,38433,e,107, '/addressbook/register/user_add_save.php?email' SQL Injection
17084,38434,e,107, '/addressbook/register/checklogin.php?Username' SQL Injection
17085,38435,e,107, '/addressbook/register/admin_index.php?q' SQL Injection
17086,38436,e,107, 'aspell.php' Cross
17087,38438,e,107, '/index.php' Authentication Bypass / Remote PHP Code Injection
17088,38439,e,107, 'aoid' Cross
17089,38440,e,107, 'tbl_gis_visualization.php' Multiple Cross
17090,38441,e,107, 'playlist_id' SQL Injection
17091,38442,PHPMyLicense ,3.0, Denial of Service
17092,38443,Liferay ,6.1, Privilege Escalation
17093,38445,Joomla! Component com_realestatemanager ,3.7, SQL Injection
17094,38446,Dream CMS ,2.3, Cross
17095,38450,Kerio Control ,8.61, Multiple Vulnerabilities
17096,38458,Todoo Forum ,2, 'theme' SQL Injection
17097,38459,Todoo Forum ,2, 'ShowPending' SQL Injection
17098,38476,Todoo Forum ,2, 'todooforum.php' Multiple Cross
17099,38477,Todoo Forum ,2, 'todooforum.php' Multiple SQL Injections
17100,38478,Todoo Forum ,2, Multiple Vulnerabilities
17101,38480,Todoo Forum ,2, 'js.php' Local File Inclusion
17102,38482,Crafty Syntax Live Help ,3.12, Remote File Inclusion / Full Path Disclosure
17103,38484,WordPress Plugin Ajax Load More < ,2.82, Arbitrary File Upload
17104,38487,WordPress Plugin Ajax Load More < ,2.82, Multiple Vulnerabilities
17105,38489,Nibbleblog ,4.03, Arbitrary File Upload (Metasploit)
17106,38491,WordPress Plugin Ajax Load More < ,2.82, '/index.php' HTML Injection / Multiple PHP Code Injection Vulnerabilities
17107,38494,WordPress Plugin Ajax Load More < ,2.82, PHP Remote Code Execution
17108,38496,RealtyScript ,4.02, Multiple Cross
17109,38497,RealtyScript ,4.02, Multiple Blind SQL Injections
17110,38499,RealtyScript ,4.02, Spoofing
17111,38505,Nibbleblog ,4.03, Remote Code Execution (Metasploit)
17112,38506,RealtyScript ,4.02, '/zapiServlet' CIFS Configuration Management Interface Multiple Cross
17113,38507,RealtyScript ,4.02, '/zapiServlet' User Management Interface Multiple Cross
17114,38508,RealtyScript ,4.02, 'games.php' Multiple Cross
17115,38509,RealtyScript ,4.02, 'example_form.php' Cross
17116,38510,RealtyScript ,4.02,WP 
17117,38511,RealtyScript ,4.02, Arbitrary File Upload
17118,38515,RealtyScript ,4.02,FileManager 
17119,38516,RealtyScript ,4.02, 'get
17120,38517,RealtyScript ,4.02, Cross
17121,38518,RealtyScript ,4.02, 'search' Cross
17122,38519,RealtyScript ,4.02, 'x
17123,38520,RealtyScript ,4.02, Cross
17124,38523,RealtyScript ,4.02, Multiple SQL Injections
17125,38524,RealtyScript ,4.02, Multiple Vulnerabilities
17126,38525,Subrion ,3, Multiple Vulnerabilities
17127,38527,Joomla! Component Realtyna RPL ,8.92, Multiple SQL Injections
17128,38528,Joomla! Component Realtyna RPL ,8.92, Persistent Cross
17129,38534,Joomla! ,3.2, SQL Injection
17130,38537,Question,2, 'logbook_search.php' Cross
17131,38541,Th,3, 'mma.php' Backdoor Arbitrary File Upload (Metasploit)
17132,38543,PHP,4, 'config.php' PHP Code Injection
17133,38544,PHP,4, Multiple Cross
17134,38545,Telaen ,2.7, Cross
17135,38546,Telaen ,2.7, Open Redirection
17136,38547,Telaen ,2.7, 'config.php' PHP Code Injection
17137,38548,Telaen ,2.7, Information Disclosure
17138,38560,Telaen ,2.7, '/resin
17139,38561,Telaen ,2.7, 'index.php?logout' Cross
17140,38562,Telaen ,2.7, Remote Code Injection
17141,38563,HP Insight Diagnostics ,9.4047, Local File Inclusion
17142,38565,Joomla! Component com_jnews ,8.51, SQL Injection
17143,38567,Joomla! Component com_jnews ,8.51, Multiple Vulnerabilities
17144,38568,Joomla! Component com_jnews ,8.51, 'src' Cross
17145,38569,Joomla! Component com_jnews ,8.51, 'index_4.php' PHP Code Injection
17146,38570,Joomla! Component com_jnews ,8.51, 'scelta_categoria.php' SQL Injection
17147,38571,Joomla! Component com_jnews ,8.51, 'index.php' Arbitrary PHP Code Execution
17148,38572,PHP Server Monitor ,3.11, Multiple Cross
17149,38573,eBay Magento ,1.921, PHP FPM XML eXternal Entity Injection
17150,38574,PHP Server Monitor ,3.11, Cross
17151,38577,Pligg CMS ,2.02, Multiple SQL Injections
17152,38578,Pligg CMS ,2.02, Directory Traversal
17153,38579,Pligg CMS ,2.02, Cross
17154,38581,Oxwall ,1.74, Cross
17155,38585,Oxwall ,1.74, 'upload.php' Arbitrary File Upload
17156,38588,Oxwall ,1.74, 'index.php' Arbitrary File Upload
17157,38590,Oxwall ,1.74,chat 
17158,38592,Oxwall ,1.74, Arbitrary File Upload
17159,38594,Oxwall ,1.74, 'get_file.php' Directory Traversal
17160,38596,Oxwall ,1.74, Multiple Cross
17161,38598,Oxwall ,1.74, 'date' Remote Command Injection
17162,38605,Oxwall ,1.74, 'nameko.php' Cross
17163,38606,Oxwall ,1.74, 'msgid' SQL Injection
17164,38607,Oxwall ,1.74, 'index.php' Arbitrary File Upload
17165,38608,Oxwall ,1.74, 'widgetUrl' Cross
17166,38621,phpVibe ,3.1, 'widgetUrl' Cross
17167,38624,phpVibe ,3.1, 'nid' SQL Injection
17168,38625,phpVibe ,3.1, 'ID' Cross
17169,38628,phpVibe ,3.1, 'cpupdate.php' Authentication Bypass
17170,38629,vBulletin ,5.1, Remote Code Execution
17171,38630,phpVibe ,3.1, Information Disclosure / Remote File Inclusion
17172,38635,S,9, 'details.php' SQL Injection
17173,38638,S,9, Multiple Cross
17174,38639,S,9, SQL Injection / Multiple Cross
17175,38642,S,9, 'serendipity_admin_image_selector.php' Cross
17176,38643,S,9, 'wp
17177,38648,WordPress Plugin My Calendar ,2.41, Multiple Vulnerabilities
17178,38649,Google AdWords API PHP client library ,6.2, Arbitrary PHP Code Execution
17179,38651,eBay Magento CE ,1.921, Unrestricted Cron Script (Code Execution / Denial of Service)
17180,38652,Google AdWords ,6.2, XML eXternal Entity Injection
17181,38654,OpenEMR ,4.1, 'note' HTML Injection
17182,38656,OpenEMR ,4.1, Multiple Cross
17183,38660,WordPress Plugin Ajax Load More ,2.811, PHP Upload (Metasploit)
17184,38661,TestLink ,1.914, Cross
17185,38665,YesWiki ,0.2, 'template' Directory Traversal
17186,38673,YesWiki ,0.2, Multiple Vulnerabilities
17187,38674,YesWiki ,0.2, 'cID' Cross
17188,38675,YesWiki ,0.2, Multiple Cross
17189,38676,YesWiki ,0.2, Cross
17190,38677,vBulletin ,4.02, 'update_order' SQL Injection
17191,38678,WordPress Plugin WP Fastest Cache ,0.848, Blind SQL Injection
17192,38679,WordPress Plugin WP Fastest Cache ,0.848, Multiple Cross
17193,38682,WordPress Plugin WP Fastest Cache ,0.848, '/engines/manager.jsp?site' Cross
17194,38683,WordPress Plugin WP Fastest Cache ,0.848, '/administration/' Multiple Cross
17195,38684,YesWiki ,0.2,Scripts Vacation Rental Script 7R 
17196,38688,b,374, Cross
17197,38689,b,374, 'MemberLoginForm.php' Information Disclosure
17198,38693,b,374, 'addentry.php' Arbitrary File Upload
17199,38695,CakePHP ,2.28, AssetDispatcher Class Local File Inclusion
17200,38697,ACal ,2.26, 'view' Local File Inclusion
17201,38698,CF Image Host ,1.65, Cross
17202,38699,CF Image Host ,1.65, PHP Command Injection
17203,38709,CF Image Host ,1.65, Multiple Vulnerabilities
17204,38712,CF Image Host ,1.65,Blog 2.1.1 
17205,38727,AlegroCart ,1.28, Multiple SQL Injections
17206,38728,AlegroCart ,1.28, Local/Remote File Inclusion
17207,38729,ClipperCMS ,1.3, Multiple SQL Injections
17208,38730,ClipperCMS ,1.3, Code Execution
17209,38731,XCart ,5.26, Code Execution
17210,38732,Idera Up.Time Monitoring Station ,7, 'post2file.php' Arbitrary File Upload (Metasploit)
17211,38733,Idera Up.Time Monitoring Station ,7.4, 'post2file.php' Arbitrary File Upload (Metasploit)
17212,38737,ClipperCMS ,1.3, DeWeS Web Server Directory Traversal
17213,38740,cm,3, 'top.aspx' Information Disclosure
17214,38744,cm,3, Multiple Cross
17215,38745,cm,3, 'layout' HTML Injection
17216,38746,cm,3, Cross
17217,38748,cm,3, 'm' SQL Injection
17218,38750,WordPress Plugin Users Ultra ,1.55, Unrestricted Arbitrary File Upload
17219,38753,WordPress Plugin Users Ultra ,1.55, Multiple Cross
17220,38754,WordPress Plugin Users Ultra ,1.55, 'file name' HTML Injection
17221,38755,WordPress Plugin mukioplayer,4, 'cid' SQL Injection
17222,38756,WordPress Plugin mukioplayer,4, 'thumb.php' Multiple Vulnerabilities
17223,38757,WordPress Plugin mukioplayer,4, 'thumb.php' Multiple Vulnerabilities
17224,38765,Horde Groupware ,5.21, Cross
17225,38767,Horde Groupware ,5.21, 'thumb.php' Multiple Vulnerabilities
17226,38768,Horde Groupware ,5.21, 'thumb.php' Multiple Vulnerabilities
17227,38769,Monstra CMS ,1.2, 'login' SQL Injection
17228,38770,Monstra CMS ,1.2, Sandbox Security Bypass
17229,38777,Joomla! Component JVideoClip ,1.51, 'uid' SQL Injection
17230,38780,Joomla! Component JVideoClip ,1.51, Multiple HTML Injection Vulnerabilities
17231,38781,Alienvault Open Source SIEM (OSSIM) ,3.1, 'date_from' Multiple SQL Injections
17232,38782,Alienvault Open Source SIEM (OSSIM) ,3.1, 'ofc_upload_image.php' Arbitrary PHP Code Execution
17233,38783,Joomla! Component JVideoClip ,1.51, 'ofc_upload_image.php' Arbitrary PHP Code Execution
17234,38784,Joomla! Component JVideoClip ,1.51, 'Timestamp' Directory Traversal
17235,38785,vBulletin ,4.1, '/install/upgrade.php' Security Bypass
17236,38786,vBulletin ,4.1, Login Page SQL Injection
17237,38790,vBulletin ,5, Remote Code Execution
17238,38797,Joomla! ,3.44, SQL Injection / Remote Code Execution (Metasploit)
17239,38799,vBulletin ,5, 'auth.php' SQL Injection
17240,38800,vBulletin ,5, '/pages/crc_handler.php?scheduleid' SQL Injection
17241,38801,vBulletin ,5, '/pages/crc_handler.php' Multiple Cross
17242,38803,Alienvault Open Source SIEM (OSSIM) ,3.1,Client 3.8.7 
17243,38808,vBulletin ,5,Realty 
17244,38809,Joomla! ,3.44, 'ofc_upload_image.php' Remote Code Execution
17245,38811,vBulletin ,5, Arbitrary File Upload
17246,38814,Joomla! Component Maian,15, 'name' Arbitrary File Upload
17247,38819,Joomla! Component Maian,15, Cross
17248,38820,Joomla! Component Maian,15, 'upload_settings_image.php' Arbitrary File Upload
17249,38827,Joomla! ,3.44, 'tfPassword' SQL Injection
17250,38828,HumHub ,0.112, 'limonade.php' Local File Disclosure
17251,38830,MyCustomers CMS ,1.3873, SQL Injection
17252,38831,HumHub ,0.112,beta.2 
17253,38837,Invision Power Board (IP.Board) ,4.14, Persistent Cross
17254,38841,ZenPhoto ,1.41, Local File Inclusion
17255,38842,ZenPhoto ,1.41, Multiple SQL Injections
17256,38843,TomatoCart ,1.182, 'class' Local File Inclusion
17257,38844,Invision Power Board (IP.Board) ,4.14, Cross
17258,38848,Invision Power Board (IP.Board) ,4.14, 'themify
17259,38852,Invision Power Board (IP.Board) ,4.14, 'PHPThumb.php' Arbitrary File Upload
17260,38855,WordPress Plugin Users Ultra ,1.55, Blind SQL Injection
17261,38856,WordPress Plugin Users Ultra ,1.55, Persistent Cross
17262,38861,WordPress Plugin Gwolle Guestbook ,1.53, Remote File Inclusion
17263,38862,WordPress Plugin Gwolle Guestbook ,1.53, 'thisday' SQL Injection
17264,38863,WordPress Plugin Gwolle Guestbook ,1.53, '/modules/nullregistrar/PHPwhois/example.php?query' Remote Code Execution
17265,38864,WordPress Plugin Gwolle Guestbook ,1.53, '/install/include/solidstate.php' Multiple SQL Injections
17266,38865,NeoBill ,0.9,alpha 
17267,38867,WordPress Plugin Advanced uploader ,2.1, Multiple Vulnerabilities
17268,38868,WordPress Plugin Sell Download ,1.016, Local File Disclosure
17269,38869,WordPress Plugin TheCartPress ,1.47, Multiple Vulnerabilities
17270,38870,WordPress Plugin TheCartPress ,1.47, 'jobid' SQL Injection
17271,38872,WordPress Plugin TheCartPress ,1.47, 'bwbps
17272,38873,WordPress Plugin TheCartPress ,1.47, 'showmask' Directory Traversal
17273,38874,WordPress Plugin TheCartPress ,1.47, 'blog' SQL Injection
17274,38875,WordPress Plugin TheCartPress ,1.47, Arbitrary File Upload / Full Path Information Disclosure
17275,38876,C,2, '/auction/asp/list.asp?pa' SQL Injection
17276,38877,C,2, '/auction/casp/Admin.asp' SQL Injection (Admin Authentication Bypass)
17277,38880,C,2, 'q' Arbitrary File Download
17278,38881,C,2, 'admin.php' Cross
17279,38885,C,2, 'checktransferstatus.php' SQL Injection
17280,38886,C,2, 'checktransferstatusbck.php' SQL Injection
17281,38887,C,2, 'additionalsettings.php' SQL Injection
17282,38888,C,2, 'invno' SQL Injection
17283,38889,C,2, 'main_smtp.php' Traversal
17284,38890,C,2, 'tmpid' Local File Inclusion
17285,38891,C,2, 'fname' Local File Inclusion
17286,38892,C,2, 'id' Local File Inclusion
17287,38895,SIMOGEO FileManager ,2.3, Multiple Vulnerabilities
17288,38900,phpFileManager ,0.98, Remote Code Execution (Metasploit)
17289,38901,SIMOGEO FileManager ,2.3, Remote Code Execution
17290,38902,WordPress Plugin Polls Widget ,1.07, SQL Injection
17291,38906,dotCMS ,3.24, Multiple Vulnerabilities
17292,38907,dotCMS ,3.24, Multiple Input Validation Vulnerabilities
17293,38908,dotCMS ,3.24, 'id' SQL Injection
17294,38915,WordPress Plugin WP Easy Poll ,1.13, Cross
17295,38919,WordPress Plugin WP Easy Poll ,1.13, Cross
17296,38920,WordPress Plugin WP Easy Poll ,1.13, 'adblock.php' Remote File Inclusion
17297,38921,WordPress Plugin WP Easy Poll ,1.13, 'adminpassword.php' Remote File Inclusion
17298,38922,WordPress Plugin WP Easy Poll ,1.13, 'controlheader.php' Remote File Inclusion
17299,38924,WordPress Core ,2.011, '/wp
17300,38927,iy,10, Multiple Vulnerabilities
17301,38928,Gökhan Balbal Script ,2, Cross
17302,38936,Gökhan Balbal Script ,2, 'download
17303,38938,xBoard ,5.0, 'view.php' Local File Inclusion
17304,38941,GoAutoDial CE ,3.3, Multiple SQL Injections / Command Injection
17305,38942,GoAutoDial CE ,3.3, Directory Traversal
17306,38943,GoAutoDial CE ,3.3, 'index.php' Arbitrary File Upload
17307,38944,GoAutoDial CE ,3.3, '/sw/admin_grades.php?id' SQL Injection
17308,38945,GoAutoDial CE ,3.3, '/sw/admin_terms.php?id' SQL Injection
17309,38946,GoAutoDial CE ,3.3, '/sw/admin_school_years.php?id' SQL Injection
17310,38947,GoAutoDial CE ,3.3, '/sw/admin_sgrades.php?id' SQL Injection
17311,38948,GoAutoDial CE ,3.3, '/sw/admin_media_codes_1.php?id' SQL Injection
17312,38949,GoAutoDial CE ,3.3, '/sw/admin_infraction_codes.php?id' SQL Injection
17313,38950,GoAutoDial CE ,3.3, '/sw/admin_generations.php?id' SQL Injection
17314,38951,GoAutoDial CE ,3.3, '/sw/admin_relations.php?id' SQL Injection
17315,38952,GoAutoDial CE ,3.3, '/sw/admin_titles.php?id' SQL Injection
17316,38953,GoAutoDial CE ,3.3, '/sw/health_allergies.php?id' SQL Injection
17317,38954,GoAutoDial CE ,3.3, '/sw/admin_school_names.php?id' SQL Injection
17318,38955,GoAutoDial CE ,3.3, '/sw/admin_subjects.php?id' SQL Injection
17319,38956,GoAutoDial CE ,3.3, '/sw/backup/backup_ray2.php' Database Backup Direct Request Information Disclosure
17320,38957,GoAutoDial CE ,3.3, '/sw/Admin_change_Password.php' Cross
17321,38958,GoAutoDial CE ,3.3, '/sw/add_topic.php' Cross
17322,38965,GoAutoDial CE ,3.3, 'productdtl.php?prodid' SQL Injection
17323,38966,WordPress Plugin Admin Management Xtended ,2.4, Privilege escalation
17324,38975,Bitrix bitrix.mpbuilder Module ,1.01, Local File Inclusion
17325,38976,Bitrix bitrix.xscan Module ,1.03, Directory Traversal
17326,38977,Joomla! ,1.5, Object Injection Remote Command Execution
17327,38981,Ovidentia absences Module ,2.64, Remote File Inclusion
17328,38984,Tequila File Hosting ,1.5, Multiple Vulnerabilities
17329,38985,Tequila File Hosting ,1.5, '/DSM/loader.php?Id' SQL Injection
17330,38986,Tequila File Hosting ,1.5, '/DSM/loader.php' Account Information Disclosure
17331,38987,Tequila File Hosting ,1.5, '/DSM/loader.php' Cross
17332,38988,Tequila File Hosting ,1.5, '/DSM/Backup/processbackup.php' Database Backup Information Disclosure
17333,38989,Ovidentia bulletindoc Module ,2.9, Multiple Remote File Inclusions
17334,38990,ArticleSetup Article Script ,1, SQL Injection
17335,38991,Ovidentia NewsLetter Module ,2.2, 'admin.php' Remote File Inclusion
17336,39011,Ovidentia NewsLetter Module ,2.2, 'products.php' Multiple SQL Injections
17337,39012,Ovidentia NewsLetter Module ,2.2, 'news.php?id' SQL Injection
17338,39013,Built,2, Cross
17339,39014,Built,2, Local File Disclosure / Cross
17340,39015,Built,2, Email Body HTML Injection
17341,39016,Built,2, Arbitrary File Upload
17342,39017,Zen Cart ,1.54, Local File Inclusion
17343,39028,Joomla! Component Sexy polling ,1.08, 'answer_id' SQL Injection
17344,39029,Joomla! Component Sexy polling ,1.08, '/bloofox/index.php?Username' SQL Injection
17345,39030,Joomla! Component Sexy polling ,1.08, '/bloofox/admin/index.php?Username' SQL Injection
17346,39031,Joomla! Component Sexy polling ,1.08, '/admin/index.php' Cross
17347,39032,BloofoxCMS ,0.5, 'fileurl' Local File Inclusion
17348,39033,Joomla! ,1.5, Object Injection 'x
17349,39034,Ovidentia maillist Module ,4, Remote File Inclusion
17350,39038,pfSense ,2.25, Directory Traversal
17351,39057,Dell Kace ,1000,2014
17352,39058,pfSense ,2.25, 'upload.php' Arbitrary File Upload
17353,39059,pfSense ,2.25, 'swfupload.php' Arbitrary File Upload
17354,39060,pfSense ,2.25, 'goto' SQL Injection
17355,39062,pfSense ,2.25, SQL Injection
17356,39063,pfSense ,2.25,Commerce 
17357,39064,Maian Uploader ,4, Multiple Vulnerabilities
17358,39065,Maian Uploader ,4, Insecure File Permissions
17359,39066,Eventum ,2.34, 'hostname' Remote Code Execution
17360,39068,Ovidentia online Module ,2.8, 'GLOBALS[babAddonPhpPath]' Remote File Inclusion
17361,39069,Ovidentia Widgets ,1.061, Remote Command Execution
17362,39078,Ovidentia Widgets ,1.061, Multiple Vulnerabilities
17363,39079,Ovidentia Widgets ,1.061, Message Attachment File Name Reflected Cross
